band,site,mb_side,recap,sex,how_sexed,initials,date_captured,rwl1,rwl2,rwl3,intact_lts,intact_rts,lts1,lts2,lts3,rts1,rts2,rts3,mass_1,mass_2,mass_2_date,mass_3,mass_3_date,color_top,color_bottom,mb_tape,cb_side,lysis,amount,notes_1,nest_1,old_new_1,mate_band_1,ci_1,eggs_1,hatched_1,day_12_1,nest_fate_1,success_1,nest_2,old_new_2,mate_band_2,ci_2,eggs_2,hatched_2,day_12_2,nest_fate_2,success_2,notes_2,nest_3,old_new_3,mate_band_3,ci_3,eggs_3,hatched_3,day_12_3,nest_fate_3,success_3,notes_3,nest_4,old_new_4,mate_band_4,ci_4,eggs_4,hatched_4,day_12_4,nest_fate_4,success_4,notes_4,throat_avg_bright,throat_chroma,throat_hue,throat_total_bright,breast_avg_bright,breast_chroma,breast_hue,breast_total_bright,belly_avg_bright,belly_chroma,belly_hue,belly_total_bright,vent_avg_bright,vent_chroma,vent_hue,vent_total_bright,bird_notes,adult_manipulated,adult_treatment,nest_manipulated,nest_treatment,body_feathers,mass_4_date,mass_4,year,julian_ci_1,julian_ci_2,julian_ci_3,julian_ci_4,mean_rwl,mean_rts,mean_lts,adult_manipulation_date,nest_manipulation_date,additional_data,mass,morph_date,plasma,julian_date_captured,paint_left,paint_right,single_cb_color,cb_tape,total_rs,plasma_date,mass_5_date,mass_5,date_feather
2540-98769,Autumn Hill,NA,N,F,NA,RS,2009-06-01,115,115,115,Y,Y,76.5,76.5,76.5,76.5,76.5,76.5,17.5,16,7/16/2009,NA,NA,NA,NA,NA,NA,Y,NA,NA,62,new,UNB,2009-06-19,4,4,0,predated,N,53,new,UNB,2009-08-16,5,4,3,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.11456201,0.590061333,673.0966667,24192.78033,37.49719145,0.407186212,598.45,74881.89133,27.66244834,0.448018607,617.0766667,55241.90933,20.83852145,0.483156796,615.0733333,41614.52733,;,N,NA,N,NA,Y,NA,NA,2009,170,228,NA,NA,115,76.5,76.5,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/1/2009,N,152,Lt. Green,Purple,White,NA,3,NA,NA,NA,60109
2540-98770,Kuehl,NA,N,F,NA,RJS,2009-06-02,115,115,115,Y,Y,79.5,79.5,79.5,77,77,77,17,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,3a,old,2540-98771,2009-05-20,5,0,0,collected,NA,3,old,NA,2009-06-10,5,5,4,fledged,Y,nest 5 mentioned but not sure of fate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48941846,0.526047533,660.42,26938.36867,40.98341713,0.408012241,661.18,81843.884,24.25376031,0.43876701,644.8233333,48434.75933,16.42086396,0.509940521,669.3633333,32792.46533,;,N,NA,N,NA,Y,NA,NA,2009,140,161,NA,NA,115,77,79.5,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/2/2009,N,153,Red,NA,NA,NA,4,NA,NA,NA,60209
2540-98772,Blue Cloud,NA,N,M,NA,MRW/AJF,2009-06-02,113,113,113,Y,Y,82,82,82,87,87,87,16,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,never hatched,1,old,2540-44739,2009-06-06,3,0,0,abandoned ,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2413098,0.486324041,602.41,40421.89567,17.87942364,0.549811474,644.0833333,35705.209,15.58693607,0.550078055,640.7366667,31127.11133,13.12100618,0.566106411,670.7866667,26202.64933,;,N,NA,N,NA,Y,NA,NA,2009,157,NA,NA,NA,113,87,82,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/2/2009,N,153,Lt. Blue,NA,NA,NA,NA,NA,NA,NA,60209
2540-98773,Golden Grizzly,NA,N,M,NA,MRW/AJF,2009-06-02,123,123,123,Y,Y,88,88,88,86.5,86.5,86.5,17,17.5,6/17/2009,NA,NA,NA,NA,NA,NA,Y,NA,NA,25,old,2540-44821,2009-05-10,6,4,4,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.56830012,0.441888251,607.08,39077.89533,19.90346804,0.49860611,613.0433333,39747.22567,12.23825855,0.56336598,651.1066667,24439.80233,12.40113303,0.560576251,664.75,24765.06267,;,N,NA,N,NA,Y,NA,NA,2009,130,NA,NA,NA,123,86.5,88,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/2/2009,N,153,Lt. Blue,NA,Red,NA,4,NA,NA,NA,60209
2540-98775,Golden Grizzly,NA,N,F,NA,JH,2009-06-02,117,116.5,117,Y,Y,74,74,74,75,75,75,18.75,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,27,old,2540-98793,2009-05-24,6,0,0,collected,NA,59,new,NA,2009-06-16,5,5,5,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84043599,0.572325927,667.44,27639.35067,29.05081456,0.46787668,623.7666667,58014.476670000004,31.38606426,0.440549226,635.1033333,62677.97033,17.08078217,0.555656013,668.13,34110.322,;,N,NA,N,NA,Y,NA,NA,2009,144,167,NA,NA,116.83,75,74,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/2/2009,N,153,Lt. Green,Lt. Green,Orange,NA,5,NA,NA,NA,60209
2540-98776,Golden Grizzly,NA,N,M,NA,JH,2009-06-02,119,119,119,Y,Y,95,95,95,97.5,97.5,97,16,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,51,new,UNB,2009-06-14,4,3,3,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.30410883,0.540216049,602.72,34556.30533,33.06151043,0.440130234,567.7533333,66023.83632999999,19.56538424,0.505879847,616.7433333,39072.07233,18.10344467,0.509571212,641.4266667,36152.579,;,N,NA,N,NA,Y,NA,NA,2009,165,NA,NA,NA,119,97.33,95,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/2/2009,N,153,Lt. Green,Purple,Yellow,NA,3,NA,NA,NA,60209
2540-98777,Tantra,NA,N,F,NA,JKH,2009-06-03,118,117.5,117.5,Y,Y,82.5,83,83,81,81,81,19.5,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,3,old,2540-44671,2009-05-20,5,0,0,collected,NA,11,old,NA,2009-06-20,5,5,0,failed,N,nest fell,1,old,NA,2009-07-19,4,0,0,collected,NA,"Eggs not found in freezer, not collected?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.90716441,0.548856108,668.13,33763.60733,32.31307495,0.443858718,627.84,64529.21067000001,26.78829127,0.470405004,611.17,53496.21767,22.54564497,0.488040205,641.0466667,45023.653,;,N,NA,N,NA,Y,NA,NA,2009,140,171,200,NA,117.67,81,82.8,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/3/2009,N,154,Red,NA,NA,NA,NA,NA,NA,NA,60309
2540-98778,Yale,NA,N,F,NA,RJS,2009-06-03,115,115,115,Y,Y,73,73,73,72,72,72,19.5,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,3,old,UNB,2009-05-20,4,4,0,predated ?,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6940908,0.539552838,651.72,31341.09933,30.44167752,0.444297832,652.72,60792.03,21.26923619,0.484823446,659.38,42474.66467,11.53680337,0.553649642,666.3933333,23038.99633,;,N,NA,N,NA,Y,NA,NA,2009,140,NA,NA,NA,115,72,73,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/3/2009,N,154,Lt. Gre,NA,NA,NA,NA,NA,NA,NA,60309
2540-98779,Cargill,NA,N,F,NA,JKH,2009-06-04,116,116,116,Y,Y,72,72,71.5,71,71,71,15.5,17,7/2/2009,NA,NA,NA,NA,NA,NA,Y,NA,no other Breeding Bio. Listed,9,new,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.26013337,0.478223503,589.07,40459.48633,33.16284543,0.403866476,575.73,66226.20233,20.48092956,0.511916912,596.4033333,40900.41633,20.32122751,0.48250962,624.08,40581.49133,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,116,71,71.8,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Red,Yellow,NA,NA,NA,NA,NA,NA,60409
2540-98780,Cargill,NA,N,M,NA,MRW,2009-06-04,123.5,123.5,123.5,Y,N,109,109.5,109,NA,NA,NA,16.5,16.75,7/2/2009,NA,NA,NA,NA,NA,NA,Y,NA,too high to bleed,19,new,2540-46020,2009-06-10,4,4,3,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80060307,0.516528611,670.4666667,25562.80433,23.19976615,0.48969616,615.0333333,46329.933,13.96169721,0.559864008,645.4,27881.50933,16.80260007,0.517904084,655.0733333,33554.79233,;,N,NA,N,NA,Y,NA,NA,2009,161,NA,NA,NA,123.5,NA,109.2,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Yellow,Lt. Green,NA,NA,3,NA,NA,NA,60409
2540-98781,Make Believe,NA,N,M,NA,RS,2009-06-04,116,116,116,Y,Y,87.5,87.5,87.5,87,87,87,17,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.42508279,0.611301958,672.1,20818.89033,17.9102881,0.527018008,645.45,35766.845330000004,16.5364692,0.521789062,639.1066667,33023.329,12.37403756,0.587936651,670.3866667,24710.953,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,116,87,87.5,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Pink,NA,White,NA,NA,NA,NA,NA,60409
2540-98783,Fisher,NA,N,F,NA,RJW,2009-06-04,121.5,121.5,121.5,Y,Y,88,88.5,88,86.5,87,87,22,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,44a,new,UNB,2009-06-02,4,4,4,fledged,Y,49,new,UNB,2009-07-20,5,5,2,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.47209314,0.544122011,637.0533333,34891.77,31.11655717,0.448097618,595.4133333,62139.764670000004,30.27563211,0.459928976,588.75,60460.43733,24.66214755,0.498047379,694.15,49250.30867,;,N,NA,N,NA,Y,NA,NA,2009,153,201,NA,NA,121.5,86.83,88.2,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Red,Purple,Orange,NA,6,NA,NA,NA,60409
2540-98786,Hayes,NA,N,M,NA,RJW,2009-06-04,117,117,117,Y,Y,82,82,82,76,75.5,76,17.5,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,One of two males mating with 2351-25670,4a,old,2351-26570,2009-05-22,5,0,0,collected,NA,4b,old,NA,2009-06-15,4,4,4,fledged,Y,NA,4,old,NA,2009-08-06,4,4,4,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28749207,0.538446623,637.0566667,26535.12167,18.74390803,0.533834455,624.7,37431.58433,24.83214872,0.494160927,601.1366667,49589.801,18.50450259,0.559083903,623.1,36953.49167,;,N,NA,N,NA,Y,NA,NA,2009,142,166,218,NA,117,75.83,82,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Purple,Lt. Green,Hot Pink,NA,8,NA,NA,NA,60409
2540-98787,Hayes,NA,N,F,NA,AJF,2009-06-04,116,116,116,Y,Y,80,80,80,82,82,82,22,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,in twighlight's stall,5a,old,2540-98785,2009-06-07,5,0,0,collected,NA,1,old,NA,2009-07-18,4,4,4,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.04661108,0.469963342,627.78,46024.08233,41.8515802,0.397556325,617.4833333,83577.60567,30.5145757,0.410199413,643.75,60937.60767,33.32331647,0.430441158,611.49,66546.663,;,N,NA,N,NA,Y,NA,NA,2009,158,199,NA,NA,116,82,80,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Lt. Blue,Purple,Dk. Blue,NA,4,NA,NA,NA,60409
2540-98788,Hayes,NA,N,F,NA,MRW,2009-06-04,119,119,119,Y,Y,81,81,81,81,81,81,21,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,3a,old,2540-98784,2009-05-23,5,0,0,collected,NA,6,new,NA,2009-06-15,4,4,4,fledged,Y,NA,3,old,NA,2009-08-04,4,4,4,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.05346169,0.506062595,660.08,32058.763,34.1982472,0.41964667,600.8133333,68293.89967,29.90117376,0.433433881,627.0733333,59712.644,19.58849374,0.530167101,644.07,39118.222,;,N,NA,N,NA,Y,NA,NA,2009,143,166,216,NA,119,81,81,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/4/2009,N,155,Purple,Lt. Green,Dk. Green,NA,8,NA,NA,NA,60409
2540-98789,Gillaspie,NA,N,F,NA,RS,2009-06-03,121,121,121,Y,Y,79,79,79,76.5,76.5,76.5,18,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,3,old,UNB,2009-05-21,3,3,0,predated?,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.01083692,0.525599068,659.7666667,29976.64133,22.20376331,0.523838973,613.0766667,44340.91533,30.01373126,0.398720276,633.77,59937.42133,12.91699015,0.565297005,643.0266667,25795.22933,;,N,NA,N,NA,Y,NA,NA,2009,141,NA,NA,NA,121,76.5,79,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/3/2009,N,154,Red,NA,NA,NA,NA,NA,NA,NA,60409
2540-98791,Cooks,NA,N,F,NA,RS,2009-06-05,115.5,115.5,115.5,Y,Y,78,78,78,78,78,78,21,NA,NA,NA,NA,NA,NA,Red,NA,Y,NA,bled,5,old,2540-44663,2009-07-04,5,4,4,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.73493974,0.555023014,609.0866667,31422.67467,26.54298064,0.459359297,590.7466667,53006.332330000005,18.48627625,0.475755065,643.7,36917.09367,29.11419145,0.432091711,619.05,58141.04033,RW extrn;,N,NA,N,NA,Y,NA,NA,2009,185,NA,NA,NA,115.5,78,78,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/5/2009,N,156,Purple,Purple,NA,NA,4,NA,NA,NA,60509
2540-98792,Golden Grizzly,NA,N,F,NA,ELL,2009-06-06,125,125,125,Y,Y,82,82.5,82,83,83,83,20,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,12,old,2540-44812,2009-06-13,5,0,0,predated,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.55989885,0.548663151,652.0966667,33070.118,29.1736423,0.432729201,602.4233333,58259.76367000001,19.6256463,0.497617763,667.03,39192.41567,23.42763896,0.482851866,681.09,46784.995,;,N,NA,N,NA,Y,NA,NA,2009,164,NA,NA,NA,125,83,82.2,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,Lt. Blue,Purple,Dk. Blue,NA,0,NA,NA,NA,60609
2540-98794,Golden Grizzly,NA,N,M,NA,ELL,2009-06-06,119.5,119.5,119.5,Y,Y,85,85,85,85.5,85.5,85.5,17,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.81114205,0.406381964,642.41,27580.85067,19.71884276,0.489945504,624.3866667,39378.529,22.41320514,0.473536781,626.6866667,44759.17067,18.41862394,0.520123996,674.08,36781.992,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,119.5,85.5,85,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,Lt. Green,Red,Green,NA,NA,NA,NA,NA,60609
2540-98795,Golden Grizzly,NA,N,M,NA,MRW,2009-06-06,120,120,120,N,Y,NA,NA,NA,90,90,90,17.25,17,7/6/2009,NA,NA,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.512512936,0.609718318,676.7533333,18996.48833,18.54402854,0.482324314,637.74,37032.425,15.03683125,0.539164331,657.4166667,30028.552,16.05069738,0.520156299,659.7533333,32053.24267,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,120,90,NA,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,NA,Lt. Blue,Orange,NA,NA,NA,NA,NA,60609
2540-98797,Golden Grizzly,NA,N,M,NA,EL/AF,2009-06-06,117.5,117.5,117.5,Y,Y,92,92,92,94,94,94,18,17.5,6/17/2009,NA,7/6/2009,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.50721332,0.551596462,655.0966667,22979.905,25.25942313,0.500331793,623.69,50443.068,21.28998464,0.506265225,627.3733333,42516.09933,13.15727558,0.57356619,671.3933333,26275.07933,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,117.5,94,92,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,Red,Purple,Lavender,NA,NA,NA,NA,NA,60609
2540-98798,Golden Grizzly,NA,N,M,NA,JKH,2009-06-06,116,116,116,Y,Y,87.5,87.5,87.5,87,87,87,16.5,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.04467518,0.479415876,694.15,36035.21633,39.39542664,0.392513926,586.4266667,78672.667,31.26888049,0.407489618,574.42,62443.95433,17.73916992,0.512490159,605.7466667,35425.12233,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,116,87,87.5,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,Pink,Yellow,Dk. Blue,NA,NA,NA,NA,NA,60609
2540-98799,Golden Grizzly,NA,N,F,NA,RJW,2009-06-06,116.5,117,117,Y,Y,81.5,82,82,81.5,82,82,16.5,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.02805709,0.594379991,670.4666667,26017.03,25.98517843,0.500511001,638.49,51892.40133,31.48878835,0.463660709,605.4433333,62883.11033,22.0384909,0.554168815,664.1166667,44010.86633,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,116.83,81.83,81.83,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,Lt. Green,Red,Dk. Blue,NA,NA,NA,NA,NA,60609
2540-98800,Golden Grizzly,NA,N,M,NA,JKH,2009-06-06,118,118,118.5,Y,Y,76,76,76,76,76,76,17.5,17.75,7/6/2009,NA,NA,NA,NA,NA,NA,Y,NA,never ID'd to a nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.82152596,0.49903775,671.7533333,31595.58733,30.10524954,0.43663918,590.4566667,60120.18332999999,22.54867401,0.485563544,574.0933333,45029.702,15.19117476,0.53874924,659.44,30336.776,;,N,NA,N,NA,Y,NA,NA,2009,NA,NA,NA,NA,118.17,76,76,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,6/6/2009,N,157,Purple,Lt. Green,Hot Pink,NA,NA,NA,NA,NA,60609
2540-44608,Fisher,NA,Y,F,NA,RS,2009-05-26,116.5,116.5,116.5,Y,Y,82.5,82.5,82.5,82.5,82.5,82.5,19,18.5,5/26/2009,NA,NA,NA,NA,NA,NA,Y,NA,NA,31,old,2540-44604,2009-05-21,4,0,0,collected,NA,38a,old,NA,2009-06-14,4,4,4,fledged,Y,NA,38,old,NA,2009-07-30,5,5,5,fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.76979586,0.584231839,694.15,27498.28233,40.36623101,0.409855786,617.46,80611.36333,36.37311017,0.443264365,616.7533333,72637.101,19.21005291,0.525508757,674.4066667,38362.47567,;,N,NA,Y,NA,Y,NA,NA,2009,141,165,211,NA,116.5,82.5,82.5,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,5/26/2009,N,146,Purple,Purple,Orange,NA,9,NA,NA,NA,52609
2540-44890,Make Believe,NA,N,F,NA,RS,2009-05-19,114.5,115,114.5,N,Y,68,68,68,73,73,73,19,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,31,old,2540-44891,2009-06-01,4,0,0,collected,NA,14,old,NA,2009-06-22,3,0,0,failed,N,nest fell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24473443,0.531317865,660.7533333,30443.73467,23.85304306,0.501216977,616.4266667,47634.527,13.67872859,0.466983034,623.1433333,27316.421,21.05159039,0.505983149,646.7166667,42040.026,;,N,NA,Y,NA,Y,NA,NA,2009,152,173,NA,NA,114.67,73,68,NA,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,5/19/2009,N,139,Purple,Red,Yellow,NA,0,NA,NA,NA,51909
2540-44640,Mayas,NA,Y,M,NA,RS,2009-05-25,115.5,115.5,115.5,Y,Y,94,94,94,100,100,100,17.5,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,"Eggs not found in freezer, never collected?",13,old,2540-44566,2009-05-08,4,0,0,collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.41099599,0.545490019,656.1266667,28778.759,27.69887364,0.501409553,631.41,55314.65067,25.21755617,0.464660797,622.0466667,50359.45967,19.61670522,0.547374914,649.7,39174.56033,;,Y,NA,N,NA,Y,NA,NA,2009,128,NA,NA,NA,115.5,100,94,2009-05-25,NA,"Additional morphometric data, blood samples, experimental feather data and paternity available",NA,5/25/2009,N,145,Green,Green,Lt. Green,NA,NA,NA,NA,NA,52509
2540-44501,Schaap,NA,NA,F,NA,RJS,2008-05-05,123,123,123,Y,Y,80,81,81,80,80,80,18.5,17.5,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,25,old,2540-44781,2008-05-23,4,3,3,FINE,Y,48,new,NA,2008-07-10,5,4,0,DIED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.15594074,0.546172791,680.1266667,38254.41367,40.36156785,0.40476996,611.81,80602.051,34.21305358,0.408912087,663.4633333,68323.468,37.07660507,0.414409331,644.51,74041.98033,NA,N,NA,N,NA,Y,NA,NA,2008,144,192,NA,NA,123,80,80.66666667,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,BLUE,BLUE,NA,NA,3,NA,NA,NA,50508
2540-44502,Schaap,NA,NA,F,NA,RJS,2008-05-05,122,122,122,Y?,Y?,85,85,85.5,84,84,84,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,old,2540-44554,2008-05-11,5,5,3,FINE,Y,32,old,NA,2008-06-30,5,5,3,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2898022,0.528374056,648.4633333,26539.735,25.7128426,0.467041313,610.78,51348.54667,23.94452696,0.481784056,620.1233333,47817.22033,24.33092906,0.524951575,652.7533333,48588.86533,NA,N,NA,N,NA,Y,NA,NA,2008,132,182,NA,NA,122,84,85.16666667,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,RED,NA,NA,NA,6,NA,NA,NA,50508
2540-44503,Schaap,NA,NA,F,NA,RJS/MW,2008-05-05,120,119,120,Y,Y,83,83,83,82,82,82,19.5,17.5,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,13,old,2540-44504,2008-05-10,5,4,4,FINE,Y,15,old,NA,2008-06-27,5,4,4,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.17934452,0.534436419,597.4533333,22325.151,19.42983575,0.468452865,597.69,38801.382,30.65653931,0.464260776,643.4566667,61221.109,32.73132699,0.448938731,635.43,65364.46,NA,N,NA,N,NA,Y,NA,NA,2008,131,179,NA,NA,119.6666667,82,83,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,RED,GREEN,NA,NA,8,12-Jun,NA,NA,50508
