proofed_by,entered_by,band,site,mb_side,recap,sex,how_sexed,initials,date,rwl1,rwl2,rwl3,lts1,lts2,lts3,intact_lts,rts1,rts2,rts3,intact_rts,mass_1,mass_2_date,mass_2,mass_3_date,mass_3,mass_4_date,mass_4,body_feathers,notes,color_top,color_bottom,mb_tape,cb_side,other_marks,lysis,adult_manipulated,adult_treatment,nest_manipulated,nest_treatment,nest_1,old_new_1,mate_band_1,ci_1,eggs_1,hatched_1,day_12_1,success_1,nest_fate_1,notes_1,nest_2,old_new_2,mate_band_2,ci_2,eggs_2,hatched_2,day_12_2,success_2,nest_fate_2,notes_2,nest_3,old_new_3,mate_band_3,ci_3,eggs_3,hatched_3,day_12_3,success_3,nest_fate_3,notes_3,nest_4,old_new_4,mate_band_4,ci_4,eggs_4,hatched_4,day_12_4,success_4,nest_fate_4,notes_4,pairing_notes
IJM,NC,2640-97588,CHR,L,Y,M,CP,RJS,2022-07-11,119,119,119,85,85,85,Y,87,87,87,Y,18.7,2022-07-21,18.94,,,,,Y,,Lt Blue,DK Green,NONE,R,,Y,N,,N,,93,old,2850-57730,2022-05-14,5,5,5,Y ,fledged,estimated CI,93.2,old,2850-57730,2022-07-01,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57730,CHR,R,Y,F,BP,RJS,2022-07-11,117,117,117,79,79,79,Y,78.5,78.5,78.5,Y,19.1,2022-07-21,17.47,,,,,Y,bands switched from mb L cb R of last year to mb R cb L this year,Pink,Yellow,NONE,L,,Y,N,,N,,93,old,2640-97588,2022-05-14,5,5,5,Y ,fledged,estimated CI,93.2,old,2640-97588,2022-07-01,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57568,CHR,L,Y,F,BP,HKD,2022-06-17,118,118,118,NA,NA,NA,N,79.5,79.5,79.5,Y,15.37,,,,,,,Y,,Pink,Orange,NONE,R,,Y,N,,N,,96,old,2850-57806,2022-05-18,5,5,4,Y,fledged,estimated CI,96.2,old,2850-57806,2022-07-10,5,4,3,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
HKD,NC,2850-57583,CHR,L,N,F,BP,RS,2022-06-17,114.5,114,114.5,79,79,79,Y,79,79.5,79,Y,17.7,,,,,,,Y,"TS curled, frayed",DK Blue,Black,NONE,R,,Y,N,,N,,97,old,2850-57589,2022-05-28,5,5,5,Y,fledged,,19,old,2850-57589,2022-06-20,4,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
HKD,NC,2850-57589,CHR,R,N,M,"TS, CP",RS,2022-06-20,119.5,120,120,96.5,96.5,96.5,Y,97,97,97,Y,17.5,,,,,,,Y,,Lt Green,Yellow,NONE,L,,Y,N,,N,,97,old,2850-57583,2022-05-28,5,5,5,Y ,fledged,,19,old,2850-57583,2022-06-20,4,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57578,CHR,L,N,M,CP,RS,2022-06-17,119,119,119,91.5,91.5,91.5,Y,91.5,91.5,91.5,Y,17.2,,,,,,,Y,,Lt Blue,Dk Blue,NONE,R,,Y,N,,N,,99,old,2850-57883,2022-06-06,5,5,5,Y,fledged,,99.2,old,2850-57883,2022-07-26,4,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57883,CHR,R,N,F,BP,APP,2022-06-17,118,118,118,NA,NA,NA,N,78,78,77.5,Y,16.69,,,,,,,Y,LTS broken,Red,Yellow,NONE,L,,Y,N,,N,,99,old,2850-57578,2022-06-06,5,5,5,Y,fledged,,99.2,old,2850-57578,2022-07-26,4,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
HKD,IJM,2640-97589,CHR,R,Y,M,CP,RS,2022-06-17,119,119,119,98,98,98,Y,99.5,99.5,100,Y,16.1,,,,,,,Y,tail streamers curled,Black,White,NONE,L,,Y,N,,N,,102,old,2811-38984,2022-05-16,5,3,3,Y,fledged,ci estimated,102.2,old,2811-38984,2022-07-04,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
HKD,IJM,2811-38984,CHR,R,Y,F,BP,RS,2022-06-17,116,116,116,81.5,81.5,81.5,Y,81.5,81.5,81.5,Y,15.8,2022-07-21,17.89,,,,,Y,,Red,Lt Blue,NONE,L,,Y,N,,N,,102,old,2640-97589,2022-05-16,5,3,3,Y,fledged,ci estimated,102.2,old,2640-97589,2022-07-04,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57846,CHR,R,Y,F,BP,APP,2022-06-17,118,118.5,118,80,80,80,Y,79.5,80,80,Y,17.29,,,,,,,Y,curled tail streamers,Purple,DK Green,NONE,L,,Y,N,,N,,110,old ,2850-57742,2022-05-21,4,4,4,Y,fledged,estimated CI,52,old,2850-57742,2022-07-06,5,5,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57742,CHR,R,N,M,"CP, TS",ZML ,2022-06-17,118,118,118,92,92,92,Y,93,93,93,Y,16.98,2022-07-21,18.49,,,,,Y,,White,White,NONE,L,,Y,N,,N,,110,old,2850-57846,2022-05-21,4,4,4,Y,fledged,estimated CI,52,old,2850-57846,2022-07-06,5,5,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
